commodity,cfg,site,rule_name,rule_type,distribution_list,effective_date,email_ids,frequency,last_updated,rule_settings_id,status
SOFTWARE,SFT_CFG,ICC,aeppj,Severe STBL,,2019-08-19,,Daily,2019-08-19,a174f9f9-0902-4481-a652-0a30048aaf00,Draft
SOFTWARE,SFT_CFG,ICC,agybt,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,37ce472e-0387-42ee-82d5-3517fa3a331f,Draft
SOFTWARE,SFT_CFG,ICC,ahvcpr,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-08,,Daily,2019-08-08,1c6ce651-faa9-4ff3-87c3-161963848a65,Draft
SOFTWARE,SFT_CFG,ICC,att,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,86e938fa-e44f-4b6b-a2b9-3e8c98bfbec5,Draft
SOFTWARE,SFT_CFG,ICC,aur,Severe STBL,,2019-08-23,,Daily,2019-08-23,6c256831-335d-4bdb-9a88-09b3048a41a2,Draft
SOFTWARE,SFT_CFG,ICC,avnbx,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-09,,Daily,2019-08-09,e1ac63af-811d-4f5d-90ef-cf141847d1bd,Draft
SOFTWARE,SFT_CFG,ICC,beu,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,41b53aaf-6baf-4e98-92a3-26d3d2bb2060,Draft
SOFTWARE,SFT_CFG,ICC,btmusw,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-06,,Weekly,2019-09-06,16d3e7ff-05c7-4822-b899-6dcd8e6ca31a,Draft
SOFTWARE,SFT_CFG,ICC,bzzlhq,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,14cde432-5260-4777-8be1-81d10e64eb1a,Draft
SOFTWARE,SFT_CFG,ICC,cccs,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-09,,Daily,2019-08-09,20b77e13-41b4-4971-8401-2ea797476570,Draft
SOFTWARE,SFT_CFG,ICC,cmdb,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,7373f492-5c9a-462f-80fd-6d982a7a2051,Draft
SOFTWARE,SFT_CFG,ICC,cnfm,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,64482d12-6537-48e2-bb33-e9d60c5824f9,Draft
SOFTWARE,SFT_CFG,ICC,cpn,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,bcf91f11-ef9e-4563-98e0-22f7dc3ce15e,Draft
SOFTWARE,SFT_CFG,ICC,cxzcj,Severe STBL,,2019-08-23,,Daily,2019-08-23,eb6bdb84-8fff-45b1-a659-ed929f6dcd3d,Draft
SOFTWARE,SFT_CFG,ICC,dfhtn,Severe STBL,,2019-08-19,,Daily,2019-08-19,3c40d2c1-80c9-4757-bf50-e0700971d413,Draft
SOFTWARE,SFT_CFG,ICC,djouv,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,f2a21efb-8686-4eac-bcbe-b4123e29a9ce,Draft
SOFTWARE,SFT_CFG,ICC,dppii,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,b7093e9a-2793-48a8-b865-d9f8686ef073,Draft
SOFTWARE,SFT_CFG,ICC,dwhykn,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,52791352-42ab-457e-a623-90cfdf20a1a5,Draft
SOFTWARE,SFT_CFG,ICC,dyha,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Monthly,2019-09-04,d7ff9911-2d5b-4445-96e8-96309841630a,Draft
SOFTWARE,SFT_CFG,ICC,dzdang,Severe STBL,,2019-08-26,,Daily,2019-08-26,924cd3dd-b727-4051-b1e4-9b978f36021b,Draft
SOFTWARE,SFT_CFG,ICC,ekt,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,166fe85d-c1f1-4430-b743-610c23a2eb98,Draft
SOFTWARE,SFT_CFG,ICC,enhiy,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,5f7f1b08-e62d-443a-bfe1-ac8639a066ac,Draft
SOFTWARE,SFT_CFG,ICC,eoec,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,0e66b42b-c5f6-411d-890a-d30e7c2b8116,Draft
SOFTWARE,SFT_CFG,ICC,ezqsm,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,35d95d59-165d-4e65-9ad2-4cf74ba4f4e9,Draft
SOFTWARE,SFT_CFG,ICC,ezqyhd,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,0a76ed76-4f93-4cb3-974e-742206f626d7,Draft
SOFTWARE,SFT_CFG,ICC,fcyp,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,6dae86f7-c930-473b-b597-44d99e104d7d,Draft
SOFTWARE,SFT_CFG,ICC,fdk,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,5d5a91aa-76db-48a6-85fa-53ef30245c42,Draft
SOFTWARE,SFT_CFG,ICC,fhait,Severe STBL,Lahari_Boorla@Dellteam.com,2019-08-30,,Weekly,2019-08-30,23b2bd59-2126-4eb9-8b9b-6035b1b2fa6d,Draft
SOFTWARE,SFT_CFG,ICC,fii,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,4d830a61-95bb-4da0-b685-066c0b6ac610,Draft
SOFTWARE,SFT_CFG,ICC,fmir,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,3aac63d0-2170-4c60-a03b-43dcb53e8e44,Draft
SOFTWARE,SFT_CFG,ICC,fmve,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-09,,Daily,2019-08-09,fa64793b-f2a7-4a8e-b9db-7a848a55c6f3,Draft
SOFTWARE,SFT_CFG,ICC,fuiofs,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,78763c1d-f7ee-4c21-8324-905289eb269e,Draft
SOFTWARE,SFT_CFG,ICC,fvpec,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,d691034e-a559-46c4-8852-73222e1d0ff6,Draft
SOFTWARE,SFT_CFG,ICC,fznosi,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-06,,Daily,2019-08-06,51c2c56e-5ffb-429b-a5f9-52d3c48bfdc3,Draft
SOFTWARE,SFT_CFG,ICC,fzvfem,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,8ff7d97d-e99d-4d95-a651-f67589f55728,Draft
SOFTWARE,SFT_CFG,ICC,gev,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-06,,Daily,2019-09-06,1442ae84-8f1c-4148-9eca-563f41ac268c,Draft
SOFTWARE,SFT_CFG,ICC,gfgcy,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,7c97a490-730f-4abd-b4b4-3ebfc2687172,Draft
SOFTWARE,SFT_CFG,ICC,ghnbnd,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-06,,Daily,2019-08-06,1afabb57-ce84-4a6e-8f9d-97a91c21a415,Draft
SOFTWARE,SFT_CFG,ICC,gkhrl,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-06,,Weekly,2019-09-06,18888ec6-32e5-414b-91c0-1703f7137543,Draft
SOFTWARE,SFT_CFG,ICC,gnunqm,Severe STBL,,2019-08-19,,Daily,2019-08-19,76a13cba-b2ab-4335-98a1-c25b44246e9b,Draft
SOFTWARE,SFT_CFG,ICC,gold,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,7690212f-1697-4482-a7cc-7b28083496d9,Draft
SOFTWARE,SFT_CFG,ICC,gprpf,Severe STBL,Lahari_Boorla@Dellteam.com,2019-08-30,,Daily,2019-08-30,e021ca3b-37c1-4158-9934-394b36617e9d,Draft
SOFTWARE,SFT_CFG,ICC,gsw,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Monthly,2019-09-04,1eb348d5-de1a-4615-853e-ef2ceb858ded,Draft
SOFTWARE,SFT_CFG,ICC,gxfcu,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,c9df7a27-4f15-427e-8776-5d8fc3be10a1,Draft
SOFTWARE,SFT_CFG,ICC,haar,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,456c9601-7992-4a3d-b03c-4951def03619,Draft
SOFTWARE,SFT_CFG,ICC,hgt,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-06,,Monthly,2019-09-06,0cd8ce3f-51f1-4f69-ab08-635dae235d93,Draft
SOFTWARE,SFT_CFG,ICC,hkv,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,7fbea3f8-de17-4009-84f9-e659cf30b85f,Draft
SOFTWARE,SFT_CFG,ICC,iaq,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,e3984f0a-8f69-4e3a-88ca-52487a4b6c2a,Draft
SOFTWARE,SFT_CFG,ICC,ihxi,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,cd6b6a44-2666-40fe-a99a-35d751fb74b0,Draft
SOFTWARE,SFT_CFG,ICC,iiy,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,95994168-0b4c-4ec3-b1ef-937e30e3f55a,Draft
SOFTWARE,SFT_CFG,ICC,iqxwzd,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,a7e55671-e926-4ec9-b6f8-a98e9083184d,Draft
SOFTWARE,SFT_CFG,ICC,jjwrrf,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-08,,Daily,2019-08-08,376c757f-c56e-4fbe-ab44-6e91f99b116c,Draft
SOFTWARE,SFT_CFG,ICC,jtby,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,5abcf020-48a7-43a3-a29c-aa964ec61ab0,Draft
SOFTWARE,SFT_CFG,ICC,juuxh,Severe STBL,,2019-08-23,,Daily,2019-08-23,7b8c89e2-0a8a-4878-82d9-501ad9ac6ddd,Draft
SOFTWARE,SFT_CFG,ICC,jydg,Severe STBL,Lahari_Boorla@Dellteam.com,2019-08-30,,Monthly,2019-08-30,3e2f3986-2a1b-4f32-b90c-eee95782a978,Draft
SOFTWARE,SFT_CFG,ICC,kfbd,Severe STBL,,2019-08-23,,Daily,2019-08-23,8a232cc8-7a5f-4e30-9c03-daa50ed53073,Draft
SOFTWARE,SFT_CFG,ICC,kjzf,Severe STBL,,2019-08-23,,Daily,2019-08-23,25f973e5-fe0d-4acd-8021-4b702000115a,Draft
SOFTWARE,SFT_CFG,ICC,kqyin,Severe STBL,Lahari_Boorla@Dellteam.com,2019-08-30,,Daily,2019-08-30,17410e9e-4861-488b-b28b-57b6e1eb4092,Draft
SOFTWARE,SFT_CFG,ICC,kvud,Severe STBL,,2019-08-23,,Daily,2019-08-23,cde4b411-610b-4e2e-abe1-27855eac77f6,Draft
SOFTWARE,SFT_CFG,ICC,lhp,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,b160f186-86dc-48cc-97cb-d19f37be37c8,Draft
SOFTWARE,SFT_CFG,ICC,mmnqhy,Severe STBL,,2019-08-23,,Daily,2019-08-23,711f0248-f82b-4975-a9a3-759288436715,Draft
SOFTWARE,SFT_CFG,ICC,mvkhj,Severe STBL,,2019-08-23,,Daily,2019-08-23,d89a7def-b5fa-451c-8943-a20e2074e804,Draft
SOFTWARE,SFT_CFG,ICC,mwbqv,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-08,,Daily,2019-08-08,06491bb1-fde4-47f3-a391-59826e686b2e,Draft
SOFTWARE,SFT_CFG,ICC,mxrkn,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,1616fd4f-81d5-4187-9b0a-d8b0ac8bcb0c,Draft
SOFTWARE,SFT_CFG,ICC,nfagyu,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,6f8307c9-eebe-4e74-8557-c7f594d27298,Draft
SOFTWARE,SFT_CFG,ICC,nip,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,77690fc9-e24a-4e00-b9d5-7bd881387ca2,Draft
SOFTWARE,SFT_CFG,ICC,ntntn,Severe STBL,Lahari_Boorla@Dellteam.com,2019-08-30,,Weekly,2019-08-30,131355ab-2a3a-43c0-85f4-a616c733b5d8,Draft
SOFTWARE,SFT_CFG,ICC,odwwwv,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,6f6ada3f-7d5a-4501-a6d8-c65140dd5cb3,Draft
SOFTWARE,SFT_CFG,ICC,odytt,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,469ae989-583f-4824-ab23-1f150dce3545,Draft
SOFTWARE,SFT_CFG,ICC,oks,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,db73e453-f056-48a4-b1ef-da38d6a2123d,Draft
SOFTWARE,SFT_CFG,ICC,okv,Severe STBL,,2019-08-26,,Daily,2019-08-26,830676ca-7c55-4e2d-9b30-2372edb25586,Draft
SOFTWARE,SFT_CFG,ICC,orde,Severe STBL,,2019-08-26,,Daily,2019-08-26,a4f88ca3-6e17-4a4a-b610-9e0717866047,Draft
SOFTWARE,SFT_CFG,ICC,pbx,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,d32a444b-352a-4572-807a-177534ec24f5,Draft
SOFTWARE,SFT_CFG,ICC,phxika,Severe STBL,,2019-08-19,,Daily,2019-08-19,e2515607-5f58-468f-a373-d6e868cdee7a,Draft
SOFTWARE,SFT_CFG,ICC,pme,Severe STBL,,2019-08-26,,Daily,2019-08-26,cfd570dc-9e2c-4128-9236-33667fddf69d,Draft
SOFTWARE,SFT_CFG,ICC,prmo,Severe STBL,,2019-08-23,,Daily,2019-08-23,6dcb3b8d-26f3-475a-9815-179525d239ae,Draft
SOFTWARE,SFT_CFG,ICC,pucq,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,efb902d7-c5a1-45d4-bcfe-69d109a306dc,Draft
SOFTWARE,SFT_CFG,ICC,puvl,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,b962a428-7d2e-4173-bfb9-5f474c3d49a8,Draft
SOFTWARE,SFT_CFG,ICC,pytvw,Severe STBL,,2019-08-26,,Daily,2019-08-26,89b85631-1100-4dac-88b9-4ae0d182ce85,Draft
SOFTWARE,SFT_CFG,ICC,qbfk,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,155468c6-0f43-4be9-86e0-1d45074fb1ab,Draft
SOFTWARE,SFT_CFG,ICC,qhgztl,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-09,,Daily,2019-08-09,18b9f982-472b-4add-964d-46f391f5b947,Draft
SOFTWARE,SFT_CFG,ICC,qhz,Severe STBL,Lahari_Boorla@Dellteam.com,2019-08-30,,Monthly,2019-08-30,1f256cd5-d350-49ee-946b-daa851e40a28,Draft
SOFTWARE,SFT_CFG,ICC,qimsb,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Daily,2019-09-04,0f06f9a2-8d52-40e6-b4ab-b38459fa9478,Draft
SOFTWARE,SFT_CFG,ICC,quvujj,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-08,,Daily,2019-08-08,2c35430e-fe50-4544-abbf-4bdf2a862aa0,Draft
SOFTWARE,SFT_CFG,ICC,rcz,Severe STBL,,2019-08-23,,Daily,2019-08-23,75056f95-8c44-453e-ae69-d7cd566506a1,Draft
SOFTWARE,SFT_CFG,ICC,rdz,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,1b4a4b01-3781-478b-8a5a-7e7d4b13dd31,Draft
SOFTWARE,SFT_CFG,ICC,rgasjx,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,4652ca67-8925-4b4e-bd37-d056a27f234c,Draft
SOFTWARE,SFT_CFG,ICC,ruqvm,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,c1a3376f-d28e-4ff5-924e-63148900154e,Draft
SOFTWARE,SFT_CFG,ICC,rwbu,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,6668f727-d291-461e-bccc-29bc1261a387,Draft
SOFTWARE,SFT_CFG,ICC,rwvyc,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,72f362e6-9dd5-4aca-9adf-02ebee1b8dd7,Draft
SOFTWARE,SFT_CFG,ICC,sal,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,83a7178f-c323-4f02-92fc-a49b18bb5174,Draft
SOFTWARE,SFT_CFG,ICC,sdl,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,21e0d98b-58c0-466a-a1cc-6956532f3b77,Draft
SOFTWARE,SFT_CFG,ICC,sefvzp,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,f542da85-80c0-46bc-a7f8-15c537665e86,Draft
SOFTWARE,SFT_CFG,ICC,sjaw,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,a7aa5180-8a63-4d7d-99db-5d45cec2a93b,Draft
SOFTWARE,SFT_CFG,ICC,sosrgk,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Daily,2019-09-04,5aae4d7b-ad57-4414-a09d-755657d48433,Draft
SOFTWARE,SFT_CFG,ICC,ssa,Severe STBL,Lahari_Boorla@Dellteam.com,2019-08-30,,Weekly,2019-08-30,0d6f222a-1271-4d5d-abbf-f644c5470122,Draft
SOFTWARE,SFT_CFG,ICC,svkd,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-06,,Weekly,2019-09-06,d5586dba-a5dc-4830-8be8-4afe93d3b176,Draft
SOFTWARE,SFT_CFG,ICC,sxba,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Monthly,2019-09-04,b9001fab-02c6-4610-9570-19b8c627af56,Draft
SOFTWARE,SFT_CFG,ICC,sze,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-06,,Monthly,2019-09-06,170b88b0-68d0-4d27-8bd8-3ef52bea1ae7,Draft
SOFTWARE,SFT_CFG,ICC,szrquq,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-06,,Daily,2019-08-06,4dec7db0-90d0-4691-b939-880a9858d1ab,Draft
SOFTWARE,SFT_CFG,ICC,tgr,Severe STBL,,2019-08-19,,Daily,2019-08-19,23c01943-b74f-40df-9984-5fdfffc8e6e0,Draft
SOFTWARE,SFT_CFG,ICC,trtw,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,04f4f38d-aa85-444f-8476-d789c43d34a7,Draft
SOFTWARE,SFT_CFG,ICC,tvcj,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,3753cf53-e1b1-42ec-bf83-04cfc752fdac,Draft
SOFTWARE,SFT_CFG,ICC,tvr,Severe STBL,,2019-08-23,,Daily,2019-08-23,dc602040-f8c7-4979-8c3c-ea2d097e5e4f,Draft
SOFTWARE,SFT_CFG,ICC,uarps,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,1d345905-fb3b-4850-ac5f-69b5eaed2ae7,Draft
SOFTWARE,SFT_CFG,ICC,ucih,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-08,,Daily,2019-08-08,bc4011c0-d5ed-488c-9c8d-445fe0f4a3e5,Draft
SOFTWARE,SFT_CFG,ICC,umeiw,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,b7706c28-b751-41b0-971c-2f9122ab636a,Draft
SOFTWARE,SFT_CFG,ICC,uuw,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,f1bac9c2-abf5-433b-8425-c567cc7fd236,Draft
SOFTWARE,SFT_CFG,ICC,uuy,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,bba3d8fc-545f-4aad-b018-0dd7f39ed509,Draft
SOFTWARE,SFT_CFG,ICC,vbtldc,Severe STBL,,2019-08-23,,Daily,2019-08-23,35f42a60-37c5-4e25-85c5-db2d878448e9,Draft
SOFTWARE,SFT_CFG,ICC,vgqczx,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-09,,Monthly,2019-09-09,ede81d19-ae1b-4db1-abf4-d36d4a3c4909,Draft
SOFTWARE,SFT_CFG,ICC,vkxnjd,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,bba35792-02a8-43d7-9e25-10f8b3d27922,Draft
SOFTWARE,SFT_CFG,ICC,vli,Severe STBL,,2019-08-26,,Daily,2019-08-26,09f3371a-a95c-4781-90aa-c52216f2a165,Draft
SOFTWARE,SFT_CFG,ICC,vsyz,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-09,,Daily,2019-08-09,59d464b1-6643-48ba-8000-9eec839cfda6,Draft
SOFTWARE,SFT_CFG,ICC,vya,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-09,,Daily,2019-08-09,d0ab1e41-65ef-405a-a47a-11e232079869,Draft
SOFTWARE,SFT_CFG,ICC,wccffz,Severe STBL,,2019-08-23,,Daily,2019-08-23,b5143955-ab92-4fb5-be82-4d30a19daabb,Draft
SOFTWARE,SFT_CFG,ICC,wmg,Severe STBL,,2019-08-19,,Daily,2019-08-19,97ae2519-0e9c-4dd8-aac9-8f2841e076d2,Draft
SOFTWARE,SFT_CFG,ICC,xbyatt,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,24f1e7f2-6a66-424e-8123-112cf366c9b7,Draft
SOFTWARE,SFT_CFG,ICC,xcdgh,Severe STBL,,2019-08-19,,Daily,2019-08-19,1637b8bc-3ff4-439f-81b0-0c27b0e0b4c8,Draft
SOFTWARE,SFT_CFG,ICC,xcgfaa,Severe STBL,,2019-08-23,,Daily,2019-08-23,ad9c77b1-35fa-4caa-ad2a-051c89c12bfd,Draft
SOFTWARE,SFT_CFG,ICC,xcrm,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,18657f33-eff4-48a3-8948-2f01a4bc311d,Draft
SOFTWARE,SFT_CFG,ICC,xdc,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,2bac32c1-b158-439f-8e93-a2c7265e6ec2,Draft
SOFTWARE,SFT_CFG,ICC,xgdcj,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-07,,Daily,2019-08-07,a1b11cf6-8025-47ca-99aa-2fc39932256c,Draft
SOFTWARE,SFT_CFG,ICC,xhzz,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-06,,Daily,2019-09-06,573ac491-6838-43a8-8ecd-5f2616982215,Draft
SOFTWARE,SFT_CFG,ICC,xrrzv,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,2a345cd2-663b-45c0-918f-7abf0b778560,Draft
SOFTWARE,SFT_CFG,ICC,xsw,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,9d1d107d-c155-4c51-8986-95aa8c03da69,Draft
SOFTWARE,SFT_CFG,ICC,xuoj,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-10,,Weekly,2019-09-10,35480dc9-bc3f-4b3c-b9cb-7277c978c3c7,Draft
SOFTWARE,SFT_CFG,ICC,xvq,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,1a8cf14e-e39e-4d06-862a-bdace2c4e9d0,Draft
SOFTWARE,SFT_CFG,ICC,xzlha,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,3eb92b9a-054e-476f-94f9-57bb13a00843,Draft
SOFTWARE,SFT_CFG,ICC,yooa,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,e9940b92-f877-4aef-ab43-59f60591f30c,Draft
SOFTWARE,SFT_CFG,ICC,yqiqal,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Monthly,2019-09-04,b0294f9c-4a0f-446a-9eae-85c020ea011c,Draft
SOFTWARE,SFT_CFG,ICC,yry,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-08,,Daily,2019-08-08,ddcc73ee-e4e6-4f34-bae0-14332f7de244,Draft
SOFTWARE,SFT_CFG,ICC,yzgrq,Severe STBL,,2019-08-26,,Daily,2019-08-26,76005f0d-3a82-4e12-91e7-5c2400adc425,Draft
SOFTWARE,SFT_CFG,ICC,zfrk,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-04,,Weekly,2019-09-04,723d5546-4082-4168-b11e-e952c6f80440,Draft
SOFTWARE,SFT_CFG,ICC,zlk,Severe STBL,Lahari_Boorla@Dellteam.com,2019-09-11,,Weekly,2019-09-11,6faf0f81-f414-4e7f-8a0d-0e351d2c5ee8,Draft
SOFTWARE,SFT_CFG,ICC,zpo,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-08,,Daily,2019-08-08,37bc1884-a263-4fe6-83b2-6422c3cb09a4,Draft
Optical,DBNULL,PEGATRON SZ MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
